furnished,garage,garden,kitchen_equipment,kitchen_type,livable_surface,locality,number_of_bathrooms,number_of_bedrooms,number_of_facades,number_of_floors,price,property_code,property_url,state_of_the_property,surface_garden,surface_terrace,swimming_pool,terrace,total_land_surface,type_of_heating,type_of_property
No,,No,Super equipped,,75 m²,5000 Namur,,1.0,2.0,6.0,  237 000 €  ,VBC73344,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc73344,New,,7 m²,,Yes,,,Apartment
No,,No,Super equipped,,46 m²,5000 Namur,,1.0,4.0,3.0,  219 000 €  ,VBC73343,https://immovlan.be/en/detail/studio/for-sale/5000/namur/vbc73343,New,,19 m²,,Yes,,,Studio
No,Yes,,Partially equipped,Kitchenette,115 m²,5060 Sambreville,1.0,2.0,2.0,, Make offer from 175 000 €  ,VBC73821,https://immovlan.be/en/detail/duplex/for-sale/5060/sambreville/vbc73821,Normal,,,,Yes,,Hot air,Duplex
No,Yes,,Partially equipped,Kitchenette,115 m²,5060 Sambreville,1.0,2.0,2.0,, Make offer from 175 000 €  ,VBC73820,https://immovlan.be/en/detail/residence/for-sale/5060/sambreville/vbc73820,Normal,,,,Yes,,Hot air,Residence
,Yes,Yes,,,128 m²,5620 Florennes,1.0,4.0,3.0,,  160 000 €  ,VBC73754,https://immovlan.be/en/detail/residence/for-sale/5620/florennes/vbc73754,,,,,Yes,317 m²,,Residence
,,,,,,5000 Namur,,1.0,,, Start price 75 000 €  ,VBC73247,https://immovlan.be/en/detail/apartment/in-public-sale/5000/namur/vbc73247,,,,,,,Gas,Apartment
No,,Yes,,Independent,673 m²,5500 Dinant,2.0,16.0,2.0,3.0, Make offer from 299 000 €  ,VBC73264,https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbc73264,To be renovated,329 m²,15 m²,No,Yes,595 m²,Fuel oil,Residence
,Yes,Yes,,,245 m²,5100 Wierde,2.0,4.0,,, Make offer from 390 000 €  ,VBC72980,https://immovlan.be/en/detail/residence/for-sale/5100/wierde/vbc72980,,,,,,1333 m²,,Residence
No,Yes,Yes,Super equipped,,132 m²,5580 Villers-sur-Lesse,1.0,2.0,4.0,,  269 000 €  ,VBC72973,https://immovlan.be/en/detail/residence/for-sale/5580/villers-sur-lesse/vbc72973,Normal,100 m²,23 m²,,Yes,430 m²,Fuel oil,Residence
No,Yes,Yes,,,191 m²,5541 Hastière-par-delà,,5.0,4.0,,  339 000 €  ,VBC72968,https://immovlan.be/en/detail/residence/for-sale/5541/hastiere-par-dela/vbc72968,To be renovated,,,,,5679 m²,Fuel oil,Residence
,Yes,Yes,Fully equipped,,200 m²,5575 Willerzie,1.0,3.0,2.0,,  175 000 €  ,VWD13347,https://immovlan.be/en/detail/residence/for-sale/5575/willerzie/vwd13347,Normal,,,,Yes,274 m²,Fuel oil,Residence
No,,,Partially equipped,Kitchenette,65 m²,5100 Jambes,1.0,2.0,,5.0, Make offer from 160 000 €  ,VBC73037,https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc73037,To renovate,,,No,,,Gas,Apartment
No,Yes,Yes,,Independent,150 m²,5000 Beez,2.0,4.0,4.0,1.0,  280 000 €  ,VBC73036,https://immovlan.be/en/detail/residence/for-sale/5000/beez/vbc73036,To be renovated,,,No,Yes,,Fuel oil,Residence
No,Yes,Yes,,,102 m²,5600 Roly,1.0,3.0,4.0,, Make offer from 215 000 €  ,VBC73016,https://immovlan.be/en/detail/chalet/for-sale/5600/roly/vbc73016,Normal,2478 m²,,,,2666 m²,,Chalet
No,Yes,Yes,Fully equipped,Western kitchen,230 m²,5651 Berzée,2.0,2.0,4.0,2.0, Make offer from 229 000 €  ,VBC72923,https://immovlan.be/en/detail/villa/for-sale/5651/berzee/vbc72923,Normal,,,No,,750 m²,Fuel oil,Villa
,Yes,,Partially equipped,Kitchenette,85 m²,5100 Dave,1.0,2.0,2.0,7.0, Make offer from 200 000 €  ,VBC72836,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vbc72836,To renovate,,3 m²,,Yes,,Gas,Apartment
,Yes,Yes,Partially equipped,Kitchenette,145 m²,5377 Baillonville,2.0,4.0,4.0,,  425 000 €  ,VBC69239,https://immovlan.be/en/detail/residence/for-sale/5377/baillonville/vbc69239,Normal,,,Yes,Yes,23196 m²,,Residence
No,Yes,,Partially equipped,Kitchenette,90 m²,5100 Dave,1.0,2.0,2.0,3.0,  280 000 €  ,VBC72812,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vbc72812,Excellent,,13 m²,No,Yes,,Gas,Apartment
No,,,,,62 m²,5660 Couvin,,1.0,2.0,4.0, Make offer from 165 000 €  ,VBC72781,https://immovlan.be/en/detail/apartment/for-sale/5660/couvin/vbc72781,Normal,,2 m²,,Yes,,Gas,Apartment
,,,,,135 m²,5630 Daussois,,2.0,2.0,,  139 000 €  ,VWD13332,https://immovlan.be/en/detail/residence/for-sale/5630/daussois/vwd13332,Normal,,,,,,,Residence
,,,,,,5500 Dinant,1.0,2.0,3.0,,  145 000 €  ,VBC72705,https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbc72705,To be renovated,,,,,5916 m²,Fuel oil,Residence
No,,,,,137 m²,5100 Jambes,1.0,3.0,2.0,2.0,  245 000 €  ,VBC72655,https://immovlan.be/en/detail/residence/for-sale/5100/jambes/vbc72655,To be renovated,,,,Yes,,Gas,Residence
No,Yes,Yes,Fully equipped,Western kitchen,180 m²,5570 Beauraing,2.0,3.0,4.0,1.0,  375 000 €  ,VBC72624,https://immovlan.be/en/detail/residence/for-sale/5570/beauraing/vbc72624,Normal,,50 m²,Yes,Yes,917 m²,,Residence
No,Yes,Yes,,,250 m²,5550 Sugny,1.0,4.0,2.0,,  190 000 €  ,VBC72422,https://immovlan.be/en/detail/residence/for-sale/5550/sugny/vbc72422,,,,,No,298 m²,Fuel oil,Residence
No,Yes,Yes,Partially equipped,,107 m²,5101 Erpent,1.0,2.0,4.0,,  295 000 €  ,VBC72419,https://immovlan.be/en/detail/residence/for-sale/5101/erpent/vbc72419,To be renovated,,19 m²,,Yes,914 m²,Fuel oil,Residence
,Yes,Yes,Partially equipped,Kitchenette,189 m²,5060 Keumiée,1.0,3.0,3.0,2.0, Make offer from 149 000 €  ,VBC72345,https://immovlan.be/en/detail/residence/for-sale/5060/keumiee/vbc72345,To be renovated,78 m²,,No,Yes,240 m²,Fuel oil,Residence
,,,,,114 m²,5590 Ciney,1.0,3.0,2.0,2.0, Make offer from 235 000 €  ,VBC72334,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbc72334,Normal,,37 m²,,Yes,,Gas,Apartment
,Yes,Yes,Fully equipped,Western kitchen,84 m²,5590 Ciney,1.0,1.0,2.0,2.0,  199 000 €  ,VBC72333,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbc72333,Excellent,62 m²,,,Yes,,Gas,Apartment
No,Yes,Yes,Partially equipped,Kitchenette,87 m²,5100 Jambes,1.0,2.0,2.0,3.0, Make offer from 199 000 €  ,VBC72332,https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc72332,To renovate,,,No,,,Gas,Apartment
No,,Yes,Fully equipped,,35 m²,5330 Maillen,1.0,1.0,,,  99 000 €  ,VBC72303,https://immovlan.be/en/detail/cottage/for-sale/5330/maillen/vbc72303,Normal,437 m²,,No,,,,Cottage
,,,Not equipped,,200 m²,5575 Louette-Saint-Denis,1.0,4.0,4.0,,  295 000 €  ,VWD11644,https://immovlan.be/en/detail/cottage/for-sale/5575/louette-saint-denis/vwd11644,,,,,,3399 m²,Fuel oil,Cottage
,,Yes,,,200 m²,5575 Louette-Saint-Denis,1.0,4.0,4.0,,  165 000 €  ,VWD13033,https://immovlan.be/en/detail/cottage/for-sale/5575/louette-saint-denis/vwd13033,,,,,,1300 m²,Fuel oil,Cottage
,Yes,Yes,,,,5580 Rochefort,,2.0,4.0,, Make offer from 200 000 €  ,VBC72288,https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbc72288,,,,,,869 m²,Fuel oil,Residence
,Yes,,,,,5600 Merlemont,1.0,4.0,3.0,2.0, Make offer from 130 000 €  ,VBC72261,https://immovlan.be/en/detail/residence/for-sale/5600/merlemont/vbc72261,To be renovated,,,,Yes,107 m²,Fuel oil,Residence
No,,,Super equipped,,143 m²,5000 Namur,2.0,3.0,2.0,6.0,  394 800 €  ,VBC72223,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc72223,New,,15 m²,No,Yes,,,Apartment
No,Yes,Yes,Fully equipped,Western kitchen,184 m²,5150 Floreffe,2.0,3.0,4.0,1.0,  675 000 €  ,VBC72214,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbc72214,Excellent,1300 m²,85 m²,No,Yes,1619 m²,,Residence
No,,No,Super equipped,,151 m²,5380 Cortil-Wodon,,4.0,3.0,2.0,  395 000 €  ,VBC72037,https://immovlan.be/en/detail/residence/for-sale/5380/cortil-wodon/vbc72037,New,,,,Yes,1004 m²,Not specified,Residence
No,,Yes,,Independent,55 m²,5170 Lustin,1.0,1.0,4.0,2.0,  85 000 €  ,VBC71903,https://immovlan.be/en/detail/apartment/for-sale/5170/lustin/vbc71903,To be renovated,,,No,,,Fuel oil,Apartment
,,,,,,5640 Mettet,,1.0,,, Start price 65 000 €  ,VBC71885,https://immovlan.be/en/detail/residence/in-public-sale/5640/mettet/vbc71885,,,,,,,,Residence
No,Yes,Yes,,,182 m²,5630 Cerfontaine,1.0,3.0,2.0,,  200 000 €  ,VBC71831,https://immovlan.be/en/detail/master-house/for-sale/5630/cerfontaine/vbc71831,To be renovated,,30 m²,,Yes,836 m²,Fuel oil,Master
Yes,,,Fully equipped,Western kitchen,36 m²,5550 Membre,1.0,2.0,2.0,3.0,  70 000 €  ,VBC71723,https://immovlan.be/en/detail/apartment/for-sale/5550/membre/vbc71723,Excellent,,18 m²,,Yes,,Electricity,Apartment
,,Yes,Fully equipped,Independent,160 m²,5550 Alle,2.0,4.0,3.0,,  249 000 €  ,VWD13298,https://immovlan.be/en/detail/residence/for-sale/5550/alle/vwd13298,Normal,,,,,210 m²,Gas,Residence
,Yes,Yes,Partially equipped,Kitchenette,141 m²,5630 Cerfontaine,1.0,3.0,3.0,2.0,  169 000 €  ,VBC71570,https://immovlan.be/en/detail/cottage/for-sale/5630/cerfontaine/vbc71570,To renovate,187 m²,30 m²,,Yes,110 m²,,Cottage
No,,Yes,Super equipped,,183 m²,5001 Belgrade,,3.0,3.0,,  375 000 €  ,VBC71568,https://immovlan.be/en/detail/residence/for-sale/5001/belgrade/vbc71568,New,,,,Yes,716 m²,Gas,Residence
,Yes,Yes,,,,5380 Noville-les-Bois,,4.0,4.0,1.0, Make offer from 350 000 €  ,VBC71539,https://immovlan.be/en/detail/residence/for-sale/5380/noville-les-bois/vbc71539,,,,,,,Fuel oil,Residence
,,,,,80 m²,5000 Namur,1.0,2.0,2.0,, Make offer from 199 000 €  ,VBC66821,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc66821,Excellent,,,,Yes,,Gas,Apartment
,Yes,Yes,,,118 m²,5150 Floreffe,1.0,2.0,3.0,, Make offer from 100 000 €  ,VBC71437,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbc71437,To be renovated,,,,,676 m²,,Residence
Yes,,Yes,,,45 m²,5530 Yvoir,1.0,1.0,,,  99 000 €  ,VBC71398,https://immovlan.be/en/detail/cottage/for-sale/5530/yvoir/vbc71398,Normal,200 m²,23 m²,No,Yes,,,Cottage
No,Yes,Yes,Fully equipped,Western kitchen,165 m²,5100 Wépion,2.0,4.0,4.0,1.0,  590 000 €  ,VBC71363,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbc71363,Excellent,400 m²,20 m²,No,Yes,1288 m²,Gas,Residence
No,Yes,Yes,Super equipped,,231 m²,5530 Godinne,,4.0,4.0,1.0,  435 000 €  ,VBC71357,https://immovlan.be/en/detail/residence/for-sale/5530/godinne/vbc71357,,1366 m²,45 m²,,Yes,1366 m²,Fuel oil,Residence
No,,No,Super equipped,,120 m²,5000 Namur,1.0,3.0,4.0,6.0,  599 000 €  ,VBC71350,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc71350,New,,53 m²,,Yes,,,Apartment
No,Yes,Yes,,,180 m²,5101 Erpent,2.0,5.0,4.0,1.0,  400 000 €  ,VBC71266,https://immovlan.be/en/detail/villa/for-sale/5101/erpent/vbc71266,To be renovated,800 m²,20 m²,No,Yes,1119 m²,Fuel oil,Villa
No,Yes,Yes,Super equipped,,165 m²,5640 Mettet,1.0,4.0,4.0,2.0, Make offer from 650 000 €  ,VBC71169,https://immovlan.be/en/detail/residence/for-sale/5640/mettet/vbc71169,Fully renovated,14000 m²,,,,14000 m²,,Residence
No,,,Not equipped,,115 m²,5300 Andenne,1.0,3.0,2.0,,  79 000 €  ,VBC71160,https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbc71160,To be renovated,,,,Yes,60 m²,Gas,Residence
,Yes,Yes,,,228 m²,5190 Jemeppe-Sur-Sambre,2.0,3.0,4.0,,  467 290 €  ,VBC71117,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbc71117,New,,,,,1658 m²,,Residence
,Yes,Yes,,,158 m²,5190 Jemeppe-Sur-Sambre,1.0,3.0,4.0,,  384 062 €  ,VBC71116,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbc71116,New,,,,,1658 m²,,Residence
No,,Yes,,Independent,,5190 Jemeppe-Sur-Sambre,1.0,2.0,3.0,, Make offer from 95 000 €  ,VBC71066,https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbc71066,To be renovated,470 m²,35 m²,,Yes,684 m²,Not specified,Residence
,,,,,,5370 Porcheresse,,3.0,,, Start price 80 000 €  ,VBC70517,https://immovlan.be/en/detail/residence/in-public-sale/5370/porcheresse/vbc70517,To be renovated,,,,,,,Residence
,Yes,Yes,,,140 m²,5377 Somme-Leuze,1.0,3.0,3.0,,  199 000 €  ,VBC70401,https://immovlan.be/en/detail/residence/for-sale/5377/somme-leuze/vbc70401,To be renovated,250 m²,,,,,Fuel oil,Residence
,Yes,Yes,,,178 m²,5080 Rhisnes,1.0,2.0,4.0,2.0,  350 000 €  ,VBC70365,https://immovlan.be/en/detail/residence/for-sale/5080/rhisnes/vbc70365,Normal,,,,Yes,610 m²,Fuel oil,Residence
No,,No,,,60 m²,5670 Oignies-En-Thiérache,,2.0,,,  155 000 €  ,VBC70362,https://immovlan.be/en/detail/residence/for-sale/5670/oignies-en-thierache/vbc70362,,,,,Yes,3512 m²,Not specified,Residence
No,,Yes,Fully equipped,Western kitchen,150 m²,5060 Sambreville,1.0,5.0,2.0,3.0,  200 000 €  ,VBC70356,https://immovlan.be/en/detail/residence/for-sale/5060/sambreville/vbc70356,Normal,858 m²,,No,Yes,858 m²,,Residence
,,Yes,Super equipped,Independent,310 m²,5660 Couvin,6.0,6.0,4.0,, Make offer from 340 000 €  ,VWD13240,https://immovlan.be/en/detail/master-house/for-sale/5660/couvin/vwd13240,Excellent,750 m²,24 m²,,Yes,861 m²,Gas,Master
,Yes,Yes,Fully equipped,Western kitchen,83 m²,5570 Beauraing,1.0,2.0,4.0,1.0,  200 000 €  ,VBC08531,https://immovlan.be/en/detail/residence/for-sale/5570/beauraing/vbc08531,To be renovated,,,,Yes,4549 m²,Gas,Residence
No,Yes,Yes,,,140 m²,5100 Wépion,1.0,4.0,4.0,1.0,  395 000 €  ,VBC70189,https://immovlan.be/en/detail/residence/for-sale/5100/wepion/vbc70189,Normal,500 m²,30 m²,No,Yes,750 m²,Fuel oil,Residence
No,,,,,30 m²,5660 Brûly-de-Pesche,,2.0,,,  40 000 €  ,VBC69802,https://immovlan.be/en/detail/chalet/for-sale/5660/bruly-de-pesche/vbc69802,To be renovated,,,,,2046 m²,Not specified,Chalet
,Yes,Yes,Fully equipped,,325 m²,5555 Naomé,4.0,5.0,4.0,,  545 000 €  ,VWD13221,https://immovlan.be/en/detail/cottage/for-sale/5555/naome/vwd13221,Normal,,,,Yes,8357 m²,Fuel oil,Cottage
,Yes,Yes,Partially equipped,Kitchenette,163 m²,5660 Couvin,1.0,2.0,3.0,2.0, Make offer from 155 000 €  ,VBC69623,https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbc69623,Normal,2493 m²,12 m²,No,Yes,2818 m²,Fuel oil,Residence
No,Yes,Yes,,,179 m²,5300 Namêche,,3.0,3.0,2.0,  285 000 €  ,VBC69583,https://immovlan.be/en/detail/residence/for-sale/5300/nameche/vbc69583,Normal,722 m²,,Yes,Yes,890 m²,Fuel oil,Residence
No,Yes,Yes,Super equipped,,400 m²,5100 Wépion,4.0,5.0,3.0,5.0,  1 395 000 €  ,VBC69453,https://immovlan.be/en/detail/mixed-building/for-sale/5100/wepion/vbc69453,Excellent,800 m²,50 m²,Yes,Yes,1059 m²,Fuel oil,Mixed
,,Yes,,,83 m²,5060 Sambreville,,1.0,2.0,, Make offer from 99 000 €  ,VBC69346,https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbc69346,To be renovated,,,,Yes,,,Apartment
Yes,,Yes,Fully equipped,,385 m²,5537 Haut-le-Wastia,4.0,4.0,,,  399 000 €  ,VBC69295,https://immovlan.be/en/detail/residence/for-sale/5537/haut-le-wastia/vbc69295,Excellent,1400 m²,190 m²,No,Yes,,,Residence
,Yes,Yes,Fully equipped,Western kitchen,100 m²,5590 Ciney,1.0,3.0,2.0,2.0,  275 000 €  ,VBC69158,https://immovlan.be/en/detail/mixed-building/for-sale/5590/ciney/vbc69158,Excellent,,,No,Yes,699 m²,Fuel oil,Mixed
No,,,Fully equipped,Western kitchen,117 m²,5590 Ciney,1.0,4.0,2.0,5.0,  239 000 €  ,VBC69154,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbc69154,Normal,,5 m²,No,Yes,,,Apartment
,,,,,80 m²,5000 Namur,1.0,2.0,2.0,,  229 000 €  ,VBC16612,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc16612,Fully renovated,,3 m²,,Yes,,Gas,Apartment
,,,,,77 m²,5000 Namur,1.0,2.0,2.0,,  229 000 €  ,VBC16611,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc16611,Fully renovated,,4 m²,,Yes,,Gas,Apartment
,Yes,,Fully equipped,,,5580 Rochefort,1.0,3.0,3.0,2.0, Start price 143 000 €  ,VBC68977,https://immovlan.be/en/detail/residence/in-public-sale/5580/rochefort/vbc68977,Normal,,,,,163 m²,Wood,Residence
No,,Yes,,,50 m²,5541 Hastière-par-delà,1.0,2.0,2.0,1.0,  69 000 €  ,VBC68998,https://immovlan.be/en/detail/bungalow/for-sale/5541/hastiere-par-dela/vbc68998,To renovate,42 m²,,No,Yes,42 m²,,Bungalow
No,,Yes,,Independent,175 m²,5020 Vedrin,2.0,4.0,4.0,3.0,  399 000 €  ,VBC68947,https://immovlan.be/en/detail/residence/for-sale/5020/vedrin/vbc68947,New,715 m²,,No,,715 m²,Electricity,Residence
No,Yes,Yes,,,190 m²,5150 Floreffe,1.0,3.0,3.0,1.0,  299 000 €  ,VBC68938,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbc68938,Excellent,,,Yes,Yes,992 m²,Fuel oil,Residence
,Yes,Yes,Not equipped,Independent,123 m²,5640 Mettet,1.0,2.0,4.0,, Make offer from 149 000 €  ,VWD13193,https://immovlan.be/en/detail/residence/for-sale/5640/mettet/vwd13193,To be renovated,500 m²,,No,,792 m²,Gas,Residence
No,,Yes,Partially equipped,,162 m²,5600 Roly,1.0,3.0,4.0,,  165 000 €  ,VBC68863,https://immovlan.be/en/detail/residence/for-sale/5600/roly/vbc68863,Normal,3300 m²,,,No,3495 m²,,Residence
No,Yes,Yes,Super equipped,,350 m²,5031 Grand-Leez,3.0,5.0,2.0,,  650 000 €  ,VBC68860,https://immovlan.be/en/detail/residence/for-sale/5031/grand-leez/vbc68860,To be renovated,1100 m²,25 m²,,Yes,1832 m²,Fuel oil,Residence
,,Yes,,,,5500 Dinant,1.0,4.0,2.0,2.0, Make offer from 180 000 €  ,VBC68823,https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbc68823,,,,,,,Fuel oil,Residence
No,,Yes,Fully equipped,,48 m²,5540 Hastière,1.0,1.0,,,  124 000 €  ,VBC68780,https://immovlan.be/en/detail/cottage/for-sale/5540/hastiere/vbc68780,To be renovated,3293 m²,26 m²,,Yes,,,Cottage
,,,Fully equipped,,,5500 Furfooz,2.0,3.0,4.0,,  325 000 €  ,VBC68746,https://immovlan.be/en/detail/residence/for-sale/5500/furfooz/vbc68746,,,60 m²,,Yes,1143 m²,Fuel oil,Residence
No,Yes,Yes,Fully equipped,Western kitchen,151 m²,5550 Alle,2.0,4.0,4.0,3.0,  279 000 €  ,VBC14750,https://immovlan.be/en/detail/residence/for-sale/5550/alle/vbc14750,Normal,300 m²,10 m²,No,Yes,730 m²,Hot air,Residence
,,,,,,5660 Couvin,,3.0,,, Make offer from 135 000 €  ,VBC55848,https://immovlan.be/en/detail/residence/for-sale/5660/couvin/vbc55848,Excellent,,,,,,,Residence
,Yes,,Fully equipped,Western kitchen,252 m²,5000 Namur,1.0,4.0,2.0,3.0,  470 000 €  ,VBC68707,https://immovlan.be/en/detail/mixed-building/for-sale/5000/namur/vbc68707,Normal,,,No,Yes,180 m²,Gas,Mixed
No,,Yes,Super equipped,,180 m²,5377 Somme-Leuze,1.0,3.0,4.0,,  340 000 €  ,VBC68671,https://immovlan.be/en/detail/residence/for-sale/5377/somme-leuze/vbc68671,New,,,,Yes,507 m²,Not specified,Residence
No,Yes,Yes,Super equipped,,151 m²,5377 Somme-Leuze,1.0,3.0,3.0,,  310 000 €  ,VBC68670,https://immovlan.be/en/detail/residence/for-sale/5377/somme-leuze/vbc68670,New,,,,Yes,540 m²,Not specified,Residence
No,,Yes,Super equipped,,151 m²,5377 Somme-Leuze,1.0,3.0,3.0,,  295 000 €  ,VBC68669,https://immovlan.be/en/detail/residence/for-sale/5377/somme-leuze/vbc68669,New,,,,Yes,507 m²,Not specified,Residence
Yes,,Yes,,,44 m²,5537 Anhée,1.0,2.0,,,  125 000 €  ,VBC68668,https://immovlan.be/en/detail/chalet/for-sale/5537/anhee/vbc68668,,,,,Yes,416 m²,Gas,Chalet
No,Yes,,Partially equipped,,115 m²,5590 Ciney,1.0,3.0,4.0,,  315 000 €  ,VBC68659,https://immovlan.be/en/detail/apartment/for-sale/5590/ciney/vbc68659,Normal,,30 m²,,Yes,,Gas,Apartment
,,,,,335 m²,5340 Haltinne,,5.0,,, Make offer from 550 000 €  ,VBC68514,https://immovlan.be/en/detail/residence/for-sale/5340/haltinne/vbc68514,,,,,,,,Residence
No,,,Fully equipped,Western kitchen,122 m²,5500 Dinant,1.0,2.0,2.0,4.0,  159 000 €  ,VBC68636,https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbc68636,Normal,,,No,,90 m²,Gas,Residence
No,Yes,Yes,Fully equipped,Western kitchen,247 m²,5575 Gedinne,1.0,4.0,2.0,4.0,  169 000 €  ,VBC68567,https://immovlan.be/en/detail/mixed-building/for-sale/5575/gedinne/vbc68567,To renovate,300 m²,20 m²,No,Yes,416 m²,Fuel oil,Mixed
No,Yes,,Fully equipped,Western kitchen,112 m²,5100 Dave,,3.0,3.0,,  360 000 €  ,VBC68519,https://immovlan.be/en/detail/apartment/for-sale/5100/dave/vbc68519,Normal,,10 m²,No,Yes,,Gas,Apartment
No,,No,Super equipped,,38 m²,5000 Namur,1.0,1.0,3.0,2.0,  142 500 €  ,VBC68406,https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc68406,Normal,,,,No,,Electricity,Apartment
,Yes,Yes,Fully equipped,Western kitchen,149 m²,5590 Achêne,1.0,3.0,4.0,1.0, Make offer from 399 000 €  ,VBC68409,https://immovlan.be/en/detail/residence/for-sale/5590/achene/vbc68409,Excellent,1762 m²,42 m²,No,Yes,1944 m²,Fuel oil,Residence
No,,Yes,,,135 m²,5620 Florennes,1.0,4.0,4.0,,  310 000 €  ,VBC68326,https://immovlan.be/en/detail/villa/for-sale/5620/florennes/vbc68326,Normal,,90 m²,No,Yes,716 m²,Fuel oil,Villa
,,,,,,5561 Celles,,7.0,,, Make offer from 525 000 €  ,VBC67964,https://immovlan.be/en/detail/residence/for-sale/5561/celles/vbc67964,,,,,,,,Residence
No,Yes,Yes,,,,5150 Floreffe,,3.0,4.0,,  299 000 €  ,VBC58540,https://immovlan.be/en/detail/residence/for-sale/5150/floreffe/vbc58540,Normal,930 m²,,,,1047 m²,,Residence
No,Yes,Yes,Super equipped,,160 m²,5370 Havelange,1.0,4.0,4.0,2.0,  289 000 €  ,VBC67956,https://immovlan.be/en/detail/residence/for-sale/5370/havelange/vbc67956,,,65 m²,No,Yes,1780 m²,Fuel oil,Residence
No,Yes,Yes,Partially equipped,Kitchenette,130 m²,5580 Rochefort,1.0,3.0,4.0,1.0,  239 000 €  ,VBC67951,https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbc67951,To be renovated,,,No,Yes,942 m²,Fuel oil,Residence
,,Yes,Not equipped,,65 m²,5600 PHILIPPEVILLE,,1.0,4.0,,  55 000 €  ,VBC67930,https://immovlan.be/en/detail/residence/for-sale/5600/philippeville/vbc67930,To be renovated,1000 m²,,,,,Not specified,Residence
No,Yes,Yes,,,130 m²,5580 Rochefort,1.0,2.0,2.0,3.0,  170 000 €  ,VBC67867,https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbc67867,To be renovated,15 m²,15 m²,,Yes,187 m²,,Residence
,,Yes,Partially equipped,Kitchenette,30 m²,5030 Gembloux,1.0,1.0,1.0,7.0,"
 140 000 €
                            
",VWD13166,https://immovlan.be/en/detail/studio/for-sale/5030/gembloux/vwd13166,Excellent,,6 m²,No,Yes,,Fuel oil,Studio
No,,Yes,,,87 m²,5002 Saint-Servais,1.0,2.0,2.0,,  149 000 €  ,VBC67850,https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbc67850,To be renovated,,,,Yes,272 m²,Gas,Residence
